anchor_cell	prox_cell	distance	angle	idx_bin	idx	anchor_cell_ct	prox_cell_ct	sample
TMA1_aaacpkpn-1	TMA1_aaachjpb-1	67.7887319728438	328.708222980038	7	1	Tumor4	M7	UPN109-E1
TMA1_bkpghejn-1	TMA1_aaachjpb-1	37.3786395136473	198.967377498801	4	1	L3	M7	UPN109-E1
TMA1_cdbangpe-1	TMA1_aaachjpb-1	62.1026160102463	215.37897602246	4	1	F1	M7	UPN109-E1
TMA1_ceomdnad-1	TMA1_aaachjpb-1	85.6927772447425	19.2227473106391	0	1	Tumor1	M7	UPN109-E1
TMA1_cfcpcihp-1	TMA1_aaachjpb-1	73.672460096995	43.158190158495	0	1	Tumor2	M7	UPN109-E1
TMA1_cfcpekcb-1	TMA1_aaachjpb-1	75.544290513385	47.2396396607655	1	1	Tumor3	M7	UPN109-E1
TMA1_cfejjbok-1	TMA1_aaachjpb-1	61.1974297791179	336.50082369286	7	1	Tumor1	M7	UPN109-E1
TMA1_cfejjlgi-1	TMA1_aaachjpb-1	54.0471996045077	357.324433204634	7	1	Tumor4	M7	UPN109-E1
TMA1_cfekmfee-1	TMA1_aaachjpb-1	68.9760763756311	310.295497038945	6	1	Tumor4	M7	UPN109-E1
TMA1_cfgkhagk-1	TMA1_aaachjpb-1	80.5560235378951	287.835302422571	6	1	Tumor2	M7	UPN109-E1
TMA1_nolaalab-1	TMA1_aaachjpb-1	74.170918362662	274.510935777272	6	1	F1	M7	UPN109-E1
TMA1_cfejjbok-1	TMA1_aaacpkpn-1	10.9574181255508	99.4849883369637	2	1	Tumor1	Tumor4	UPN109-E1
TMA1_cfekmfee-1	TMA1_aaacpkpn-1	21.9124804750193	232.567946430503	5	1	Tumor4	Tumor4	UPN109-E1
TMA1_cffcabib-1	TMA1_aaacpkpn-1	88.1306821519826	321.122055745617	7	1	Tumor2	Tumor4	UPN109-E1
TMA1_cffcpdbp-1	TMA1_aaacpkpn-1	96.6963689061685	311.429574189035	6	1	Tumor1	Tumor4	UPN109-E1
TMA1_cfggbjei-1	TMA1_aaacpkpn-1	75.3177739508811	265.377174445017	5	1	Tumor2	Tumor4	UPN109-E1
TMA1_aaajabkm-1	TMA1_aaafbgke-1	17.7525876419	40.2379777686733	0	1	Tumor4	F3	UPN109-E1
TMA1_aabolbaa-1	TMA1_aaafbgke-1	26.0608278948534	345.985887425549	7	1	F3	F3	UPN109-E1
TMA1_cehbgmko-1	TMA1_aaafbgke-1	58.2756312328544	275.102698923186	6	1	Tumor2	F3	UPN109-E1
TMA1_cehbpbhd-1	TMA1_aaafbgke-1	35.2796198871251	294.622333280962	6	1	F3	F3	UPN109-E1
TMA1_cehpgpki-1	TMA1_aaafbgke-1	22.8518228904039	313.722584956094	6	1	Tumor1	F3	UPN109-E1
TMA1_ceianfbh-1	TMA1_aaafbgke-1	18.6803841554705	111.703933843092	2	1	Tumor1	F3	UPN109-E1
TMA1_ceiilmml-1	TMA1_aaafbgke-1	56.1430681751022	218.538463589289	4	1	Tumor1	F3	UPN109-E1
TMA1_cdpphgdo-1	TMA1_aaafdljl-1	8.68757043782502	352.626139707682	7	1	Tumor2	L3	UPN109-E1
TMA1_cdpppkhl-1	TMA1_aaafdljl-1	15.6429313613116	72.1351396220768	1	1	L1	L3	UPN109-E1
TMA1_ceadlnne-1	TMA1_aaafdljl-1	16.1885089504601	153.582565245417	3	1	Tumor1	L3	UPN109-E1
TMA1_ceaeoccp-1	TMA1_aaafdljl-1	37.2735451053305	223.269809297967	4	1	Tumor1	L3	UPN109-E1
TMA1_aabhjcpj-1	TMA1_aaafohcc-1	44.9032298501332	13.2546829294031	0	1	Tumor1	M8	UPN109-E1
TMA1_gckdlbcl-1	TMA1_aaafohcc-1	60.2038520578004	330.070934961207	7	1	Tumor3	M8	UPN109-E1
TMA1_gckdpodm-1	TMA1_aaafohcc-1	55.9951211238784	317.903494156244	7	1	F3	M8	UPN109-E1
TMA1_gckjphca-1	TMA1_aaafohcc-1	42.2682402022045	261.742970780117	5	1	Tumor1	M8	UPN109-E1
TMA1_gjljpchn-1	TMA1_aaafohcc-1	48.878091641789	359.260760952879	7	1	Tumor3	M8	UPN109-E1
TMA1_gjlnngom-1	TMA1_aaafohcc-1	48.0355976968871	94.3308533171132	2	1	Tumor1	M8	UPN109-E1
TMA1_gjlpbjio-1	TMA1_aaafohcc-1	11.4281553674325	146.744811209145	3	1	Tumor2	M8	UPN109-E1
TMA1_aaahiida-1	TMA1_aaagkaif-1	52.6119224445946	221.523582022844	4	1	Tumor3	F3	UPN109-E1
TMA1_cdnjkohm-1	TMA1_aaagkaif-1	43.5745793374264	219.579015438623	4	1	Tumor1	F3	UPN109-E1
TMA1_cdohcphp-1	TMA1_aaagkaif-1	40.8897161561327	173.874389129826	3	1	Tumor1	F3	UPN109-E1
TMA1_cdohdbln-1	TMA1_aaagkaif-1	28.6089519259027	159.6690855104	3	1	Tumor2	F3	UPN109-E1
TMA1_cdomdkba-1	TMA1_aaagkaif-1	59.6697364457877	115.952778787386	2	1	Tumor1	F3	UPN109-E1
TMA1_gcjjaigo-1	TMA1_aaagkaif-1	44.1963454623631	277.493958341065	6	1	Tumor1	F3	UPN109-E1
TMA1_gcjloikd-1	TMA1_aaagkaif-1	44.3301313596339	329.381233876555	7	1	Tumor1	F3	UPN109-E1
TMA1_gjnefpep-1	TMA1_aaagkaif-1	45.3330057403471	87.8395255692649	1	1	F3	F3	UPN109-E1
TMA1_gjnfgnei-1	TMA1_aaagkaif-1	48.5323949385254	64.9579283620237	1	1	Tumor2	F3	UPN109-E1
TMA1_gjngmahg-1	TMA1_aaagkaif-1	52.0269425588125	41.3952985855088	0	1	Tumor1	F3	UPN109-E1
TMA1_aacnhkmp-1	TMA1_aaahiida-1	7.66023991221524	174.205097119927	3	1	Tumor1	Tumor3	UPN109-E1
TMA1_aaecfijf-1	TMA1_aaahiida-1	57.523475202439	291.974990657156	6	1	Tumor1	Tumor3	UPN109-E1
TMA1_cdnjkohm-1	TMA1_aaahiida-1	9.18226600307283	50.7901250039689	1	1	Tumor1	Tumor3	UPN109-E1
TMA1_gcjjaogb-1	TMA1_aaahiida-1	50.7185352107005	309.322628733083	6	1	Tumor2	Tumor3	UPN109-E1
TMA1_aaaiolkl-1	TMA1_aaailien-1	5.09707369344005	171.311007890526	3	1	Tumor2	Tumor1	UPN109-E1
TMA1_cdhpceoi-1	TMA1_aaailien-1	38.7782379420807	313.465569713079	6	1	Tumor1	Tumor1	UPN109-E1
TMA1_cdidface-1	TMA1_aaailien-1	68.9867406839075	284.409164364036	6	1	Tumor2	Tumor1	UPN109-E1
TMA1_cdpmhdfk-1	TMA1_aaailien-1	47.9410303449692	260.201609853426	5	1	Tumor1	Tumor1	UPN109-E1
TMA1_cebadice-1	TMA1_aaailien-1	51.6540281252942	64.8479401048401	1	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcmpmobg-1	TMA1_aaailien-1	49.3979412646981	26.0468357005057	0	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcnamijp-1	TMA1_aaailien-1	36.7669935867431	351.455275630682	7	1	M8	Tumor1	UPN109-E1
TMA1_aaailien-1	TMA1_aaaiolkl-1	5.09707369344005	351.311007890526	7	1	Tumor1	Tumor2	UPN109-E1
TMA1_cdhpceoi-1	TMA1_aaaiolkl-1	42.9173237686252	317.644202915982	7	1	Tumor1	Tumor2	UPN109-E1
TMA1_cdpkakkd-1	TMA1_aaaiolkl-1	21.5297337304047	208.029643848691	4	1	Tumor1	Tumor2	UPN109-E1
TMA1_cdpphgdo-1	TMA1_aaaiolkl-1	34.2125196533161	157.914557963823	3	1	Tumor2	Tumor2	UPN109-E1
TMA1_cdpppkhl-1	TMA1_aaaiolkl-1	45.770262480961	140.898402639896	3	1	L1	Tumor2	UPN109-E1
TMA1_ceaoegbc-1	TMA1_aaaiolkl-1	51.142266382648	120.878337752406	2	1	Tumor1	Tumor2	UPN109-E1
TMA1_gcmdfcod-1	TMA1_aaaiolkl-1	57.9709898302594	42.8388915587041	0	1	Tumor2	Tumor2	UPN109-E1
TMA1_aaafbgke-1	TMA1_aaajabkm-1	17.7525876419	220.237977768673	4	1	F3	Tumor4	UPN109-E1
TMA1_aabolbaa-1	TMA1_aaajabkm-1	21.3013063555293	303.423972628378	6	1	F3	Tumor4	UPN109-E1
TMA1_ceiajgmh-1	TMA1_aaajabkm-1	23.704881194718	131.543173973665	2	1	M8	Tumor4	UPN109-E1
TMA1_ceianfbh-1	TMA1_aaajabkm-1	21.2904913134082	163.943733984111	3	1	Tumor1	Tumor4	UPN109-E1
TMA1_aaafbgke-1	TMA1_aaakeenm-1	50.0748629278232	86.0788286735677	1	1	F3	Tumor1	UPN109-E1
TMA1_aaajabkm-1	TMA1_aaakeenm-1	63.7278488243779	74.5507981906428	1	1	Tumor4	Tumor1	UPN109-E1
TMA1_aaakgcnf-1	TMA1_aaakeenm-1	49.4272857897692	271.957651628886	6	1	Tumor4	Tumor1	UPN109-E1
TMA1_cehbgmko-1	TMA1_aaakeenm-1	11.810498073648	316.785398218116	7	1	Tumor2	Tumor1	UPN109-E1
TMA1_cehbpbhd-1	TMA1_aaakeenm-1	25.4626975845518	44.622611015279	0	1	F3	Tumor1	UPN109-E1
TMA1_ceignjhj-1	TMA1_aaakeenm-1	76.2670913881413	116.711751110699	2	1	Tumor1	Tumor1	UPN109-E1
TMA1_ceiilmml-1	TMA1_aaakeenm-1	43.1718391593649	159.69940378887	3	1	Tumor1	Tumor1	UPN109-E1
TMA1_ceiipein-1	TMA1_aaakeenm-1	77.9806388216228	173.635314062893	3	1	Tumor4	Tumor1	UPN109-E1
TMA1_ceilfpgg-1	TMA1_aaakeenm-1	87.014738717209	208.310516712075	4	1	Tumor4	Tumor1	UPN109-E1
TMA1_cedecnpa-1	TMA1_aaakgcnf-1	94.9644500321309	256.79918901587	5	1	F1	Tumor4	UPN109-E1
TMA1_ceebconc-1	TMA1_aaakgcnf-1	99.8010652056478	268.334651614449	5	1	F2	Tumor4	UPN109-E1
TMA1_cehbgmko-1	TMA1_aaakgcnf-1	41.886796095646	80.4921918452701	1	1	Tumor2	Tumor4	UPN109-E1
TMA1_cehbmabl-1	TMA1_aaakgcnf-1	23.8105139529915	63.6028332419324	1	1	Tumor4	Tumor4	UPN109-E1
TMA1_cehdkeig-1	TMA1_aaakgcnf-1	90.1602955055145	301.08768215244	6	1	M3	Tumor4	UPN109-E1
TMA1_ceidbdfe-1	TMA1_aaakgcnf-1	41.7442911666792	192.455952214994	4	1	F1	Tumor4	UPN109-E1
TMA1_aaaoacka-1	TMA1_aaanplij-1	29.3714259509744	184.622762124907	4	1	Tumor2	Tumor1	UPN109-E1
TMA1_gchcabdf-1	TMA1_aaanplij-1	98.9350705610608	330.311833427295	7	1	Tumor1	Tumor1	UPN109-E1
TMA1_gchmkmmp-1	TMA1_aaanplij-1	98.6810387352845	139.510867184062	3	1	Tumor2	Tumor1	UPN109-E1
TMA1_obfpndnf-1	TMA1_aaanplij-1	87.0997433634546	38.9440833867289	0	1	Olig2	Tumor1	UPN109-E1
TMA1_aaanplij-1	TMA1_aaaoacka-1	29.3714259509744	4.6227621249073	0	1	Tumor1	Tumor2	UPN109-E1
TMA1_cdgomlhm-1	TMA1_aaaoacka-1	67.9879339062969	155.251759895144	3	1	Tumor1	Tumor2	UPN109-E1
TMA1_cdhggoip-1	TMA1_aaaoacka-1	96.625530423131	188.306724955614	4	1	L2	Tumor2	UPN109-E1
TMA1_cdhhpnjg-1	TMA1_aaaoacka-1	86.1817935042714	210.917520838405	4	1	Tumor1	Tumor2	UPN109-E1
TMA1_gchmkimm-1	TMA1_aaaoacka-1	80.7635950463277	116.869924327712	2	1	Tumor1	Tumor2	UPN109-E1
TMA1_gchmkmmp-1	TMA1_aaaoacka-1	80.6825898436065	124.564482245097	2	1	Tumor2	Tumor2	UPN109-E1
TMA1_cejfooko-1	TMA1_aaapongn-1	82.9268143952626	157.010252668836	3	1	Tumor2	L3	UPN109-E1
TMA1_celkedjd-1	TMA1_aaapongn-1	45.6675579191893	46.7384074508853	1	1	F1	L3	UPN109-E1
TMA1_celnohca-1	TMA1_aaapongn-1	48.5609382210415	94.8052056074247	2	1	L1	L3	UPN109-E1
TMA1_cgbnionn-1	TMA1_aaapongn-1	51.4752397969403	333.06464791109	7	1	Tumor1	L3	UPN109-E1
TMA1_cgcapmap-1	TMA1_aaapongn-1	58.9356310732413	15.9334797993683	0	1	Tumor1	L3	UPN109-E1
TMA1_cgcbemdj-1	TMA1_aaapongn-1	60.4669720934185	350.215435085332	7	1	F1	L3	UPN109-E1
TMA1_cgcccgag-1	TMA1_aaapongn-1	45.3102666542895	189.855511941104	4	1	Tumor1	L3	UPN109-E1
TMA1_cgcgdoah-1	TMA1_aaapongn-1	58.5090138020038	270.82628276512	6	1	L2	L3	UPN109-E1
TMA1_cgcpffjf-1	TMA1_aaapongn-1	59.3529733884565	246.122652357438	5	1	M7	L3	UPN109-E1
TMA1_cfgpmpdi-1	TMA1_aabbciac-1	50.1213956997267	165.925174068376	3	1	Tumor2	L2	UPN109-E1
TMA1_cfjckhmk-1	TMA1_aabbciac-1	87.0244507772144	315.077856898763	7	1	L3	L2	UPN109-E1
TMA1_cfjeamgn-1	TMA1_aabbciac-1	34.099890089592	334.823089650551	7	1	F1	L2	UPN109-E1
TMA1_cfjeehgl-1	TMA1_aabbciac-1	42.3410097037848	345.65831227612	7	1	L3	L2	UPN109-E1
TMA1_cfjigjdk-1	TMA1_aabbciac-1	46.5249548221812	114.894961275804	2	1	Tumor1	L2	UPN109-E1
TMA1_aabhnpac-1	TMA1_aabdhdpd-1	49.4343863813683	53.1689818211773	1	1	L1	Tumor2	UPN109-E1
TMA1_aaelbocl-1	TMA1_aabdhdpd-1	28.0757889325107	204.71313059193	4	1	Tumor1	Tumor2	UPN109-E1
TMA1_gckcckok-1	TMA1_aabdhdpd-1	54.1386018322742	244.340322202991	5	1	Tumor1	Tumor2	UPN109-E1
TMA1_gckdlbcl-1	TMA1_aabdhdpd-1	34.8369937051351	88.963986567631	1	1	Tumor3	Tumor2	UPN109-E1
TMA1_gckdpodm-1	TMA1_aabdhdpd-1	29.101232797688	110.089880300723	2	1	F3	Tumor2	UPN109-E1
TMA1_gckicjml-1	TMA1_aabdhdpd-1	26.2250810158717	285.432374100278	6	1	Tumor2	Tumor2	UPN109-E1
TMA1_gckjphca-1	TMA1_aabdhdpd-1	62.0511675896173	158.205204614543	3	1	Tumor1	Tumor2	UPN109-E1
TMA1_gjkjlfml-1	TMA1_aabdhdpd-1	63.2498899734995	13.9890413842263	0	1	Tumor1	Tumor2	UPN109-E1
TMA1_gkcmmeol-1	TMA1_aabdhdpd-1	62.0606262331379	49.5592288158765	1	1	Tumor1	Tumor2	UPN109-E1
TMA1_gjgcbifj-1	TMA1_aabejlho-1	89.6365362640863	31.9439800560373	0	1	Tumor1	Tumor2	UPN109-E1
TMA1_gkdkabgc-1	TMA1_aabejlho-1	40.264133427223	174.085589098979	3	1	Tumor1	Tumor2	UPN109-E1
TMA1_gkdnpnec-1	TMA1_aabejlho-1	73.198957776525	275.34552103476	6	1	Tumor1	Tumor2	UPN109-E1
TMA1_gkdnpnhc-1	TMA1_aabejlho-1	78.9289982008662	274.138977605069	6	1	Tumor2	Tumor2	UPN109-E1
TMA1_gkdocdhb-1	TMA1_aabejlho-1	74.77411271989	280.348183206433	6	1	B1	Tumor2	UPN109-E1
TMA1_gkdpiceo-1	TMA1_aabejlho-1	24.4724470892247	315.160457995616	7	1	Tumor1	Tumor2	UPN109-E1
TMA1_gkebgmbp-1	TMA1_aabejlho-1	80.4799990807619	41.916492807555	0	1	M4	Tumor2	UPN109-E1
TMA1_gkiocpdp-1	TMA1_aabejlho-1	56.9947469224196	87.8166161378116	1	1	Tumor2	Tumor2	UPN109-E1
TMA1_aaafohcc-1	TMA1_aabhjcpj-1	44.9032298501332	193.254682929403	4	1	M8	Tumor1	UPN109-E1
TMA1_aaehpicm-1	TMA1_aabhjcpj-1	86.4126965334018	155.664655049109	3	1	Tumor1	Tumor1	UPN109-E1
TMA1_gjljpchn-1	TMA1_aabhjcpj-1	12.0861838105445	295.309787467917	6	1	Tumor3	Tumor1	UPN109-E1
TMA1_gjlmacek-1	TMA1_aabhjcpj-1	50.3673422059431	72.795912621911	1	1	Tumor3	Tumor1	UPN109-E1
TMA1_gjlnngom-1	TMA1_aabhjcpj-1	60.4527912263784	141.535983430968	3	1	Tumor1	Tumor1	UPN109-E1
TMA1_gjlnnkpc-1	TMA1_aabhjcpj-1	54.4951707713817	135.964747050663	3	1	Tumor2	Tumor1	UPN109-E1
TMA1_gjlpbjio-1	TMA1_aabhjcpj-1	53.415803589955	184.325295231015	4	1	Tumor2	Tumor1	UPN109-E1
TMA1_gjncmhfg-1	TMA1_aabhjcpj-1	74.2358540953884	109.945049377728	2	1	Tumor1	Tumor1	UPN109-E1
TMA1_aabhjcpj-1	TMA1_aabhnpac-1	51.6843264048303	136.470507821389	3	1	Tumor1	L1	UPN109-E1
TMA1_gckdlbcl-1	TMA1_aabhnpac-1	29.3880823101211	189.274519178294	4	1	Tumor3	L1	UPN109-E1
TMA1_gckicjml-1	TMA1_aabhnpac-1	68.6907316025617	250.742417706867	5	1	Tumor2	L1	UPN109-E1
TMA1_gjkemdbc-1	TMA1_aabhnpac-1	77.6475406103268	287.705675035109	6	1	Tumor1	L1	UPN109-E1
TMA1_gjkjlfml-1	TMA1_aabhnpac-1	39.9606757490101	322.587937099441	7	1	Tumor1	L1	UPN109-E1
TMA1_gjljpchn-1	TMA1_aabhnpac-1	40.6479214663562	142.632206732024	3	1	Tumor3	L1	UPN109-E1
TMA1_gkcmmeol-1	TMA1_aabhnpac-1	13.0994395934239	35.8143756929747	0	1	Tumor1	L1	UPN109-E1
TMA1_aaecfijf-1	TMA1_aabinnnf-1	59.0134405515064	191.23113815352	4	1	Tumor1	Tumor4	UPN109-E1
TMA1_gcjejheo-1	TMA1_aabinnnf-1	22.6402937955042	336.806763883314	7	1	Tumor1	Tumor4	UPN109-E1
TMA1_gcjekaln-1	TMA1_aabinnnf-1	11.7716416177079	283.302165789219	6	1	Tumor2	Tumor4	UPN109-E1
TMA1_gcjgdeen-1	TMA1_aabinnnf-1	21.5754857255047	244.875552263701	5	1	Tumor1	Tumor4	UPN109-E1
TMA1_gcjgelfn-1	TMA1_aabinnnf-1	13.654167391851	259.151773519539	5	1	Tumor2	Tumor4	UPN109-E1
TMA1_gcjklcpj-1	TMA1_aabinnnf-1	18.1919625237988	81.4595010601155	1	1	Tumor2	Tumor4	UPN109-E1
TMA1_aaelbocl-1	TMA1_aabjkmll-1	54.8367740770008	23.7445632624544	0	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcipmdnd-1	TMA1_aabjkmll-1	82.587585392722	219.699872605624	4	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcjejheo-1	TMA1_aabjkmll-1	21.3997591146054	166.585548994458	3	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcjekaln-1	TMA1_aabjkmll-1	38.9934653193358	176.434048611121	3	1	Tumor2	Tumor1	UPN109-E1
TMA1_gcjgelfn-1	TMA1_aabjkmll-1	44.1987981536043	179.389490157403	3	1	Tumor2	Tumor1	UPN109-E1
TMA1_gcjklcpj-1	TMA1_aabjkmll-1	50.3082756502189	140.689640579651	3	1	Tumor2	Tumor1	UPN109-E1
TMA1_gcjlpphc-1	TMA1_aabjkmll-1	52.9825177447931	135.753305512641	3	1	Tumor3	Tumor1	UPN109-E1
TMA1_gcjooipn-1	TMA1_aabjkmll-1	30.2745027307942	308.922469888589	6	1	Tumor2	Tumor1	UPN109-E1
TMA1_gckcckok-1	TMA1_aabjkmll-1	54.360934756238	344.002963876152	7	1	Tumor1	Tumor1	UPN109-E1
TMA1_gckjphca-1	TMA1_aabjkmll-1	59.6634203566705	72.3565985604445	1	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcljimpd-1	TMA1_aabjkmll-1	73.0668542594808	278.965888629242	6	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcmeieha-1	TMA1_aabjkmll-1	71.1976371430829	249.564886204415	5	1	Tumor1	Tumor1	UPN109-E1
TMA1_aabkpbbj-1	TMA1_aabkolnb-1	10.0632856222267	121.37783917416	2	1	Tumor2	Tumor1	UPN109-E1
TMA1_gclikhfc-1	TMA1_aabkolnb-1	45.6094049242581	330.071532660186	7	1	Tumor2	Tumor1	UPN109-E1
TMA1_gcljimpd-1	TMA1_aabkolnb-1	61.7049163501336	28.1575511230997	0	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcmhomhg-1	TMA1_aabkolnb-1	10.964631421378	175.825852363965	3	1	Tumor1	Tumor1	UPN109-E1
TMA1_gcmohagi-1	TMA1_aabkolnb-1	29.6653279930476	254.149298252449	5	1	Tumor2	Tumor1	UPN109-E1
TMA1_aabkolnb-1	TMA1_aabkpbbj-1	10.0632856222267	301.37783917416	6	1	Tumor1	Tumor2	UPN109-E1
TMA1_gcipmdnd-1	TMA1_aabkpbbj-1	42.7723110409471	110.942416760493	2	1	Tumor1	Tumor2	UPN109-E1
TMA1_gcmeieha-1	TMA1_aabkpbbj-1	34.9650947392174	47.9994061148909	1	1	Tumor1	Tumor2	UPN109-E1
TMA1_gcmhomhg-1	TMA1_aabkpbbj-1	9.65298498070043	233.839024565574	5	1	Tumor1	Tumor2	UPN109-E1
TMA1_gcmhpdme-1	TMA1_aabkpbbj-1	11.3493687110689	209.092552837306	4	1	Tumor3	Tumor2	UPN109-E1
TMA1_aaejilgh-1	TMA1_aablegko-1	44.2196269403316	215.051676987521	4	1	Tumor1	L2	UPN109-E1
TMA1_aaejinga-1	TMA1_aablegko-1	38.6631279140818	198.192512353499	4	1	Tumor2	L2	UPN109-E1
TMA1_gcjooipn-1	TMA1_aablegko-1	82.5336967432015	143.851856563981	3	1	Tumor2	L2	UPN109-E1
TMA1_gclkpmbk-1	TMA1_aablegko-1	30.8579275800983	170.56987208085	3	1	Tumor1	L2	UPN109-E1
TMA1_gjkemdbc-1	TMA1_aablegko-1	83.7118994934801	58.8666203649167	1	1	Tumor1	L2	UPN109-E1
TMA1_gjkmnmai-1	TMA1_aablegko-1	70.4476121182543	88.4883697621744	1	1	Tumor1	L2	UPN109-E1
TMA1_gjkohgog-1	TMA1_aablegko-1	54.9738072925579	85.4593768933042	1	1	Tumor2	L2	UPN109-E1
TMA1_aaajabkm-1	TMA1_aaboajkf-1	72.6409286039125	153.430040070245	3	1	Tumor4	Tumor1	UPN109-E1
TMA1_aabolbaa-1	TMA1_aaboajkf-1	55.2316121301999	164.550452293385	3	1	F3	Tumor1	UPN109-E1
TMA1_aachajjh-1	TMA1_aaboajkf-1	36.5917785799232	274.233373171371	6	1	Tumor1	Tumor1	UPN109-E1
TMA1_aachbapb-1	TMA1_aaboajkf-1	41.7854570319305	265.89899940198	5	1	Tumor2	Tumor1	UPN109-E1
TMA1_aackbibg-1	TMA1_aaboajkf-1	40.4951662134183	326.252257901133	7	1	Tumor2	Tumor1	UPN109-E1
TMA1_aacmfonj-1	TMA1_aaboajkf-1	54.8324109640641	46.1479829842814	1	1	Tumor1	Tumor1	UPN109-E1
TMA1_aacmjaka-1	TMA1_aaboajkf-1	54.4246347108516	53.0748173127227	1	1	Tumor4	Tumor1	UPN109-E1
TMA1_cehbpbhd-1	TMA1_aaboajkf-1	64.7713973636559	189.820667464927	4	1	F3	Tumor1	UPN109-E1
TMA1_cehpgpki-1	TMA1_aaboajkf-1	62.8884259967315	175.888314196528	3	1	Tumor1	Tumor1	UPN109-E1
TMA1_ceiajgmh-1	TMA1_aaboajkf-1	95.0488584403352	148.095610355306	3	1	M8	Tumor1	UPN109-E1
TMA1_gfggflnc-1	TMA1_aaboajkf-1	55.7921837251568	27.2206631757554	0	1	Tumor2	Tumor1	UPN109-E1
TMA1_gfghihof-1	TMA1_aaboajkf-1	60.3330503389408	69.8532371137735	1	1	M4	Tumor1	UPN109-E1
TMA1_aaafbgke-1	TMA1_aabolbaa-1	26.0608278948534	165.985887425549	3	1	F3	F3	UPN109-E1
TMA1_aaajabkm-1	TMA1_aabolbaa-1	21.3013063555293	123.423972628378	2	1	Tumor4	F3	UPN109-E1
TMA1_aaboajkf-1	TMA1_aabolbaa-1	55.2316121301999	344.550452293385	7	1	Tumor1	F3	UPN109-E1
TMA1_aachbapb-1	TMA1_aabolbaa-1	75.5303241845028	311.702534191971	6	1	Tumor2	F3	UPN109-E1
TMA1_aacmfonj-1	TMA1_aabolbaa-1	94.5420173049756	15.2253435347562	0	1	Tumor1	F3	UPN109-E1
TMA1_aacmjaka-1	TMA1_aabolbaa-1	90.6287440744155	18.5254156781151	0	1	Tumor4	F3	UPN109-E1
TMA1_cehpgpki-1	TMA1_aabolbaa-1	13.9353871139212	227.074098588062	5	1	Tumor1	F3	UPN109-E1
TMA1_gfghihof-1	TMA1_aabolbaa-1	85.0668626244808	29.5305083489962	0	1	M4	F3	UPN109-E1
TMA1_gdclmkoo-1	TMA1_aabpldim-1	30.8212847470486	329.155252599426	7	1	Tumor1	Tumor1	UPN109-E1
TMA1_gdcooopa-1	TMA1_aabpldim-1	63.8452619358648	83.0181170891531	1	1	Tumor1	Tumor1	UPN109-E1
TMA1_gddgfgeh-1	TMA1_aabpldim-1	70.1291875528148	359.542624872015	7	1	Tumor1	Tumor1	UPN109-E1
TMA1_gddhebmj-1	TMA1_aabpldim-1	20.591306156454	190.595284536413	4	1	M4	Tumor1	UPN109-E1
TMA1_gjcenifp-1	TMA1_aabpldim-1	89.7923260995735	68.7274092336569	1	1	Tumor1	Tumor1	UPN109-E1
TMA1_gjicfeim-1	TMA1_aaccdbff-1	71.8992725022482	288.68596386116	6	1	Tumor1	Tumor1	UPN109-E1
TMA1_gjiinalf-1	TMA1_aaccdbff-1	45.2566420550118	14.2644361394874	0	1	Tumor1	Tumor1	UPN109-E1
TMA1_gjjecodg-1	TMA1_aaccdbff-1	52.4101022613582	233.388248374686	5	1	Tumor1	Tumor1	UPN109-E1
TMA1_aaaiolkl-1	TMA1_aacekoia-1	70.353266329893	102.987865815034	2	1	Tumor2	L2	UPN109-E1
TMA1_cdhkilhj-1	TMA1_aacekoia-1	56.277579306997	210.864690639379	4	1	Tumor1	L2	UPN109-E1
TMA1_cdidface-1	TMA1_aacekoia-1	6.46672109215567	8.59814972817355	0	1	Tumor2	L2	UPN109-E1
TMA1_cdpmhdfk-1	TMA1_aacekoia-1	27.9351110535728	132.664217569809	2	1	Tumor1	L2	UPN109-E1
TMA1_gcmbjjgk-1	TMA1_aacekoia-1	91.9578494784245	0.153484867552436	0	1	F1	L2	UPN109-E1
TMA1_gccicbdi-1	TMA1_aacfjdja-1	98.1506577641975	0.998887429645038	0	1	B1	Tumor1	UPN109-E1
TMA1_gfgmdodj-1	TMA1_aacfjdja-1	57.6512399457043	177.172514903669	3	1	Tumor1	Tumor1	UPN109-E1
TMA1_gfhbnkeh-1	TMA1_aacfjdja-1	20.6821215547812	103.740728604431	2	1	Tumor1	Tumor1	UPN109-E1
TMA1_gfhbpcjg-1	TMA1_aacfjdja-1	26.0553870640509	27.4748031525369	0	1	Tumor3	Tumor1	UPN109-E1
TMA1_aaboajkf-1	TMA1_aachajjh-1	36.5917785799232	94.2333731713711	2	1	Tumor1	Tumor1	UPN109-E1
TMA1_aachbapb-1	TMA1_aachajjh-1	7.69869483934187	222.352400009017	4	1	Tumor2	Tumor1	UPN109-E1
TMA1_aackbibg-1	TMA1_aachajjh-1	33.9856491209571	24.3180896357599	0	1	Tumor2	Tumor1	UPN109-E1
