p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000017487819719658	-0.622177077952738	0.046	0.209	0.0000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000083242021865572	24	MIF
0.000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000234980767637143	-0.626161153682003	0.056	0.209	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000011185084539528	24	MEST
0	-0.705113778406504	0.142	0.435	0	24	SOX2
0	-0.733631964661339	0.071	0.312	0	24	DST
0	-0.751371327192162	0.069	0.283	0	24	VCAN
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000330284832725435	-0.764899044511108	0.055	0.238	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000157215580377307	24	RHOB
0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000707954717538239	-0.841732011778989	0.056	0.213	0.00000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000336986445548202	24	TGFBI
0	-0.915494297135649	0.042	0.247	0	24	TCF4
0	-1.0240936061448	0.04	0.246	0	24	CD47
0	-1.0402478220263	0.136	0.447	0	24	PTN
